Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
gravel         :   0    0    6    0    0    0    0    0    1    0    0    0    4    0    0    1    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    3    0    0    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    1    0
ingredient     :   1    0    0    0    0    0    0    0    0    0    0   13    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    2    0    1    0    0    0    0    0    0    0    0    1    0    8    0    0    1    0    0    0    1    0    3
rag            :   0    0    1    0    0    0    0    0    0    0    0    1    0    0    1    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
garden         :   0    0    0    1    0    0    0    0    0    0    0    2   17    1    8    1    0    0    1    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    3    6    7    2    4    1    0    2    3    3    1    0    2    0    1    0    0    1    0    0    3    0    0    0    0    4    0    1    0    9
dessert        :   0    0    0    0    0    0    0    1    0    0    3    3   42   19    8   11    1    4    0    0    1    0    0    0    0    0    2    1    0    1    1    0    1    0    1    6   31    4    1    1    2    0    1    0    6    0    1    0    0    0    0    1    0    0   29    5    4    0    1    1    1    4    0   20
kitty          :   0    0    9    0    0    0    0    0    0    0    0    4    2    2    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    3    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0
wave           :   1    0   16    1    4    0    2    1    1    1    1    4   21    3   20    0    0    1   10    0    3    0    0    0    0    0    1    1    0    6    2    3    4    0    2   60   14    5    2    0    1    2    0    2    1    0    1    0    8    4    1    1    0    0   15    3    7    0   22    0    2    2    2   27
spoon          :   0    0   24    0    0    8    0    2    0    0    0   19    3    4   51    3    2   19    3    0    0    0    0    0    0    0    0    0    0    0    0    3    3    0    2   20    2    4    0    0    1    1    0    0    1    0    0    0    0    0    0    5    2    0    9    5    4    1    0    0    2    2    0   16
wavy           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0   15    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
drinking       :   0    0    1    0   35    0    1    2   19   12    0   49    0    8    3    5   32    1    8    0   13    0    0    0    0    0    4    0    0    0    1    2    0    0    6   55   11    6   15    0    1    0    4    0    0    7    0    0    0    0    0    1    0    3    5    1    2    2    0    1    0    0    0    4
posture        :   0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    1    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    0    0    0    3
harbor         :   0    0    0    0    0    0    0    0    0    0    1    2   21    1    1    1    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    3    1    4    0    1    0    0    0    0    3    1    0    0    0    0    0    0    0    0    0    6    0    0    0    0    1    0    0    1    2
gender         :   0    0    0    0    0    0    0    0    0    6    0  102    0    0    0    0    1    0    0    0    7    0    0    0    0    0    0    0    0    1    0    1    0    0    0    3    1    3    5    0    0    1    4    0    0    0    0    0    0    0    0    0    1    0  199    6    2    7    2    0    0    0    0    3
button         :   2    0   16    0    0    1    0    0    0    0    0    7    0    0    5    1    0    8    2    8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    8    0    0    0    0    0    4    0    0    2    0    0    0    0    1    2    0    1    0   10    7    4    0    0    0    1    0    0    0
race           :   0    1    0    0    0    0    0    0    0    0    1   25   59    4    0    1    0    0    1    0    0    0    0    0    0    0    1    0    0    3    0    2    0    1    1    5   13    2   13    0    0    1   15    1    0    0    7    0    2    0    2    0    0    0   93    2    2    5    0    2    2    0    3   10
choppy         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   16    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
rack           :   1    0    6    3    0    4    0    1    0    0    0    7    0    4   17    1    1    3    0    1    0    0    4    0    0    0    0    0    0    0    1    0    2    0   32   10    0    8    1    0    4    2    1    1    1    0    0    0    0    0    0    2    0    0    4    0    1    0    1    0    2    0    0    4
boots          :   0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    0    0    0    1    0    0    0    0    0    0    0    0    0
jump           :   0    0    0    0    0    0    0    0    0    0    0    2    5    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    2    6    4    0    1    0    0    3    1    0    1    0    0    0    4    0    0    0    0    1    2    0    0    0   11    0    2    0    5   38
blowing        :   0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   35    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    2   23    0    0    1    0    0    0    0    2
video          :   0    0    0    0    0    0    3    1    0    0    0    4    5    1    8    1    1    0    8    0    0    1    0    0    0    1    5    0    0    4    1    2    0    0    2    6    9    0   14    0    1    1    7    0    3    0   12    0    5    0    1    1    1    1   66    5    4    2    0    0    0    0    0    9
booth          :   1    1    7    0    0    1    0    0    0    0    0    0    4    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    1    2    0    0    0    0    0    0    0    0    2    0    0    0    0    1    0    0    3    0    1    1    0    0    0    0    0    0
pajamas        :   0    0    2    2    0    1    0    0    0    0    0    0    0    0    1    0    0    0    4    0    0    0    0    1    0    1    2    0    0    0    0    1    0    0    0   11    2    1    1    0    0    0    1    0    0    0    1    0    3    0    0    0    0    0    1    0    0    2    0    0    1    0    0    1
sausage        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    3    1    0    0    0    6    1    0    0    1    0    0    0    0    0    0    0    0    0    1    1    1    0    0    0    0    0    0    2
power          :   0    0    2    0    0    0    0    0    0    0    0    6    1    2    7    2    0    7    1    0    0    0    3    0    6    0    1    0    0    1    0    0    1    0   25   13    4    4    1    0    4    4    3   19    4    0    0    0    0    0    0    1    1    0    8    3    0    2    3    3    2    0    0    9
opaque         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   12    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0
paddle         :   0    0    4    0    0    0    0    0    0    1    0    1    0    0    1    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    1    1    0    0    0    0    0    2    0    0    0    0    0    0    2    0    0    0    0    0    1    0    2    0    1    0    0    1    0    0
cell           :   2    0   22    0    3    0    3    0    3    2    0    4    6    6   23    4    1    6   12    2    0    0    1    1    0    0    9    1    0    2    2    0    6    0   41   30   18    3    2    1    2    6    3    1    5    0    0    2    2    0    1    2    3    8   18    6   15    4    0    2    2    1    1    8
attire         :   0    0    0    0    2    0    0    0    0    0    0    1    2    2    0    3    0    0    5    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    9    1    2    0    0    1    2    0    1    0    0    0    0    0    0    0    0    0    5    0    5    0    1    1    0    0    0    4
occupation     :   0    0    0    0    1    0    0    0    1    0    0   22    0    1    0    0    0    0    0    0    7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    2    0    0    0    0    2
bird           :   8    0  215   16    0    2    0    5    0    0    3  257   50  243   72  188    1   97    2    7   19    0    0   17    1    0    1    2    0    0    8    1   14    0   38  412  142   18   11    8   19   45    6    2   26    0    0    1    1   13    2    8    3    0  121   28   20    3   15    4   11    3    7   77
